    0.00000    0.00000    0.50000    0.60592
    0.00000    0.00000    1.00000    0.15802
    0.00000    0.00000    1.50000    0.06452
    0.00000    0.00000    2.00000    0.03265
    0.00000    0.00000    2.50000    0.01881
    0.00000    0.00000    3.00000    0.01182
    0.00000    0.00000    3.50000    0.00791
    0.00000    0.00000    4.00000    0.00556
    0.00000    0.00000    4.50000    0.00405
    0.00000    0.00000    5.00000    0.00304
    0.00000    0.00000    5.50000    0.00235
    0.00000    0.00000    6.00000    0.00185
    0.00000    0.00000    6.50000    0.00148
    0.00000    0.00000    7.00000    0.00120
    0.00000    0.50000    0.00000    0.88889
    0.00000    0.50000    0.50000    0.38545
    0.00000    0.50000    1.00000    0.13493
    0.00000    0.50000    1.50000    0.05960
    0.00000    0.50000    2.00000    0.03113
    0.00000    0.50000    2.50000    0.01822
    0.00000    0.50000    3.00000    0.01155
    0.00000    0.50000    3.50000    0.00778
    0.00000    0.50000    4.00000    0.00548
    0.00000    0.50000    4.50000    0.00401
    0.00000    0.50000    5.00000    0.00302
    0.00000    0.50000    5.50000    0.00233
    0.00000    0.50000    6.00000    0.00183
    0.00000    0.50000    6.50000    0.00147
    0.00000    0.50000    7.00000    0.00120
    0.00000    1.00000    0.00000    0.25000
    0.00000    1.00000    0.50000    0.17856
    0.00000    1.00000    1.00000    0.09236
    0.00000    1.00000    1.50000    0.04819
    0.00000    1.00000    2.00000    0.02724
    0.00000    1.00000    2.50000    0.01663
    0.00000    1.00000    3.00000    0.01081
    0.00000    1.00000    3.50000    0.00740
    0.00000    1.00000    4.00000    0.00527
    0.00000    1.00000    4.50000    0.00388
    0.00000    1.00000    5.00000    0.00294
    0.00000    1.00000    5.50000    0.00228
    0.00000    1.00000    6.00000    0.00180
    0.00000    1.00000    6.50000    0.00145
    0.00000    1.00000    7.00000    0.00118
    0.00000    1.50000    0.00000    0.10667
    0.00000    1.50000    0.50000    0.08931
    0.00000    1.50000    1.00000    0.05875
    0.00000    1.50000    1.50000    0.03600
    0.00000    1.50000    2.00000    0.02237
    0.00000    1.50000    2.50000    0.01446
    0.00000    1.50000    3.00000    0.00975
    0.00000    1.50000    3.50000    0.00683
    0.00000    1.50000    4.00000    0.00495
    0.00000    1.50000    4.50000    0.00369
    0.00000    1.50000    5.00000    0.00282
    0.00000    1.50000    5.50000    0.00220
    0.00000    1.50000    6.00000    0.00175
    0.00000    1.50000    6.50000    0.00141
    0.00000    1.50000    7.00000    0.00115
    0.00000    2.00000    0.00000    0.05556
    0.00000    2.00000    0.50000    0.04981
    0.00000    2.00000    1.00000    0.03759
    0.00000    2.00000    1.50000    0.02606
    0.00000    2.00000    2.00000    0.01769
    0.00000    2.00000    2.50000    0.01215
    0.00000    2.00000    3.00000    0.00854
    0.00000    2.00000    3.50000    0.00616
    0.00000    2.00000    4.00000    0.00455
    0.00000    2.00000    4.50000    0.00345
    0.00000    2.00000    5.00000    0.00266
    0.00000    2.00000    5.50000    0.00210
    0.00000    2.00000    6.00000    0.00168
    0.00000    2.00000    6.50000    0.00136
    0.00000    2.00000    7.00000    0.00112
    0.00000    2.50000    0.00000    0.03265
    0.00000    2.50000    0.50000    0.03033
    0.00000    2.50000    1.00000    0.02484
    0.00000    2.50000    1.50000    0.01881
    0.00000    2.50000    2.00000    0.01375
    0.00000    2.50000    2.50000    0.00999
    0.00000    2.50000    3.00000    0.00732
    0.00000    2.50000    3.50000    0.00544
    0.00000    2.50000    4.00000    0.00412
    0.00000    2.50000    4.50000    0.00317
    0.00000    2.50000    5.00000    0.00249
    0.00000    2.50000    5.50000    0.00198
    0.00000    2.50000    6.00000    0.00159
    0.00000    2.50000    6.50000    0.00130
    0.00000    3.00000    0.00000    0.02083
    0.00000    3.00000    0.50000    0.01975
    0.00000    3.00000    1.00000    0.01703
    0.00000    3.00000    1.50000    0.01373
    0.00000    3.00000    2.00000    0.01064
    0.00000    3.00000    2.50000    0.00812
    0.00000    3.00000    3.00000    0.00619
    0.00000    3.00000    3.50000    0.00474
    0.00000    3.00000    4.00000    0.00368
    0.00000    3.00000    4.50000    0.00288
    0.00000    3.00000    5.00000    0.00229
    0.00000    3.00000    5.50000    0.00184
    0.00000    3.00000    6.00000    0.00150
    0.00000    3.00000    6.50000    0.00124
    0.00000    3.50000    0.00000    0.01411
    0.00000    3.50000    0.50000    0.01355
    0.00000    3.50000    1.00000    0.01210
    0.00000    3.50000    1.50000    0.01019
    0.00000    3.50000    2.00000    0.00827
    0.00000    3.50000    2.50000    0.00658
    0.00000    3.50000    3.00000    0.00519
    0.00000    3.50000    3.50000    0.00409
    0.00000    3.50000    4.00000    0.00325
    0.00000    3.50000    4.50000    0.00260
    0.00000    3.50000    5.00000    0.00209
    0.00000    3.50000    5.50000    0.00171
    0.00000    3.50000    6.00000    0.00140
    0.00000    3.50000    6.50000    0.00117
    0.00000    4.00000    0.00000    0.01000
    0.00000    4.00000    0.50000    0.00969
    0.00000    4.00000    1.00000    0.00886
    0.00000    4.00000    1.50000    0.00771
    0.00000    4.00000    2.00000    0.00649
    0.00000    4.00000    2.50000    0.00534
    0.00000    4.00000    3.00000    0.00434
    0.00000    4.00000    3.50000    0.00351
    0.00000    4.00000    4.00000    0.00285
    0.00000    4.00000    4.50000    0.00232
    0.00000    4.00000    5.00000    0.00190
    0.00000    4.00000    5.50000    0.00157
    0.00000    4.00000    6.00000    0.00130
    0.00000    4.50000    0.00000    0.00735
    0.00000    4.50000    0.50000    0.00716
    0.00000    4.50000    1.00000    0.00666
    0.00000    4.50000    1.50000    0.00594
    0.00000    4.50000    2.00000    0.00514
    0.00000    4.50000    2.50000    0.00435
    0.00000    4.50000    3.00000    0.00363
    0.00000    4.50000    3.50000    0.00301
    0.00000    4.50000    4.00000    0.00249
    0.00000    4.50000    4.50000    0.00206
    0.00000    4.50000    5.00000    0.00171
    0.00000    4.50000    5.50000    0.00143
    0.00000    4.50000    6.00000    0.00120
    0.00000    5.00000    0.00000    0.00556
    0.00000    5.00000    0.50000    0.00544
    0.00000    5.00000    1.00000    0.00512
    0.00000    5.00000    1.50000    0.00466
    0.00000    5.00000    2.00000    0.00412
    0.00000    5.00000    2.50000    0.00357
    0.00000    5.00000    3.00000    0.00304
    0.00000    5.00000    3.50000    0.00258
    0.00000    5.00000    4.00000    0.00217
    0.00000    5.00000    4.50000    0.00183
    0.00000    5.00000    5.00000    0.00154
    0.00000    5.00000    5.50000    0.00130
    0.00000    5.50000    0.00000    0.00430
    0.00000    5.50000    0.50000    0.00423
    0.00000    5.50000    1.00000    0.00402
    0.00000    5.50000    1.50000    0.00371
    0.00000    5.50000    2.00000    0.00334
    0.00000    5.50000    2.50000    0.00295
    0.00000    5.50000    3.00000    0.00256
    0.00000    5.50000    3.50000    0.00221
    0.00000    5.50000    4.00000    0.00189
    0.00000    5.50000    4.50000    0.00162
    0.00000    5.50000    5.00000    0.00138
    0.00000    5.50000    5.50000    0.00118
    0.00000    6.00000    0.00000    0.00340
    0.00000    6.00000    0.50000    0.00335
    0.00000    6.00000    1.00000    0.00321
    0.00000    6.00000    1.50000    0.00300
    0.00000    6.00000    2.00000    0.00274
    0.00000    6.00000    2.50000    0.00245
    0.00000    6.00000    3.00000    0.00217
    0.00000    6.00000    3.50000    0.00190
    0.00000    6.00000    4.00000    0.00165
    0.00000    6.00000    4.50000    0.00143
    0.00000    6.00000    5.00000    0.00124
    0.00000    6.50000    0.00000    0.00274
    0.00000    6.50000    0.50000    0.00270
    0.00000    6.50000    1.00000    0.00260
    0.00000    6.50000    1.50000    0.00245
    0.00000    6.50000    2.00000    0.00226
    0.00000    6.50000    2.50000    0.00206
    0.00000    6.50000    3.00000    0.00184
    0.00000    6.50000    3.50000    0.00163
    0.00000    6.50000    4.00000    0.00144
    0.00000    6.50000    4.50000    0.00126
    0.00000    7.00000    0.00000    0.00223
    0.00000    7.00000    0.50000    0.00221
    0.00000    7.00000    1.00000    0.00214
    0.00000    7.00000    1.50000    0.00203
    0.00000    7.00000    2.00000    0.00189
    0.00000    7.00000    2.50000    0.00174
    0.00000    7.00000    3.00000    0.00158
    0.00000    7.00000    3.50000    0.00141
    0.00000    7.00000    4.00000    0.00126
    0.00000    7.00000    4.50000    0.00112
    0.00000    7.50000    0.00000    0.00185
    0.00000    7.50000    0.50000    0.00183
    0.00000    7.50000    1.00000    0.00178
    0.00000    7.50000    1.50000    0.00170
    0.00000    7.50000    2.00000    0.00159
